duty_addr,duty_div,duty_div_nam,duty_emcls,duty_emcls_name,duty_eryn,duty_etc,duty_inf,duty_mapimg,duty_name,duty_tel1,duty_time1c,duty_time1s,duty_time2c,duty_time2s,duty_time3c,duty_time3s,duty_time4c,duty_time4s,duty_time5c,duty_time5s,hpid,post_cdn1,post_cdn2,rnum,wgs84Lat,wgs84Lon,duty_time6c,duty_time6s,duty_tel3,duty_time8c,duty_time8s,duty_time7c,duty_time7s
부산광역시 해운대구 구남로 27 (중동),N,치과의원,G099,응급의료기관 이외,2,"점심(평일 13:00~14:30, 토 13:00~14:00)", ,2호선 해운대역 1번출구/구남빌딩,리치치과의원,051-741-8833,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1203384,480,95 ,1394,35.161768885886495,129.1608649762398,1530,0930,,,,,
"부산광역시 수영구 연수로315번길 16, 403-405호 (망미동, 더샵파크리치상가)",N,치과의원,G099,응급의료기관 이외,2,점심 13:00-14:30 ,,버스정류장: 부산망미동 우체국 맞은편/더샵파크리치상가 403-405,리치치과의원,051-757-1022,1830,1000,1830,1000,1830,1000,1830,1430,1830,1000,A1203329,482,11 ,1395,35.177372222222225,129.10705555555714,1300,1000,,,,,
"부산광역시 부산진구 범일로 177, 에이플러스에셋부산빌딩 2,3층 (범천동)",C,의원,G099,응급의료기관 이외,2,,,"부산1호선 범내골역 1번출구에서 사학연금 방면으로 직진 첫번째 골목 앞, 약 1분거리",리팅성형외과의원,1555-2324,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,A1206788,473,58 ,1396,35.1457898863464,129.058896038295,1600,1000,,,,,
"부산광역시 부산진구 가야대로784번길 25, 3, 4층 (부전동)",C,의원,G099,응급의료기관 이외,2,13:00 - 14:00 휴게시간,,,리프트리성형외과의원,051-828-2872,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,A1207074,472,85 ,1397,35.1563489498548,129.057392780079,1700,1000,,,,,
"부산광역시 부산진구 중앙대로 698, 5층 (부전동, 동강빌딩)",N,치과의원,G099,응급의료기관 이외,2,점심13:00-14:00,,"1,2호선 서면역 2번 출구/동강빌딩 5층",리플란트치과의원,051-818-2875,1900,1000,1900,1000,1900,1000,1900,1000,2100,1000,A1202567,472,95 ,1398,35.155019898177095,129.05947746756072,1400,1000,,,,,
"부산광역시 사상구 사상로 200, 엠시티빌딩 9층 (괘법동)",C,의원,G099,응급의료기관 이외,2,13:00 - 14:00 휴게시간,,,릴리프여성의원,051-325-7772,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,A1206897,469,68 ,1399,35.1629608754113,128.984602276617,1300,0900,,,,,
"부산광역시 부산진구 가야대로784번길 29, 4,5층 (부전동)",C,의원,G099,응급의료기관 이외,2,13:00 - 14:00 휴게시간 ,,,마노필의원,051-802-3119,2000,1000,2000,1000,2000,1000,2100,1000,2000,1000,A1206898,472,85 ,1400,35.1561280505212,129.05735177414,1500,1000,,,,,
"부산광역시 동래구 충렬대로 222, 9~15층 (수안동)",C,의원,G099,응급의료기관 이외,2,12:30-13:30 휴게시간,,,마더즈의원,051-552-0521,1730,0900,1730,0900,1730,0900,1730,0900,1730,0900,A1206718,478,18 ,1401,35.2016957495039,129.083298597983,1200,0900,,,,,
"부산광역시 연제구 월드컵대로 24, 2층 (연산동)",C,의원,G099,응급의료기관 이외,2,점심시간 12:30-14:00,,3호선 물만골역 4번출구,마디사랑정형외과의원,051-852-8577,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1201250,475,91 ,1402,35.176918056461915,129.0860112121031,1300,0900,,,,,
부산광역시 남구 수영로 182-1(대연동),C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00 ,,버스정류장:범일삼거리,마디튼튼프롤러의원,051-638-7582,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1200503,484,60 ,1403,35.129256509482765,129.04891609451428,1300,0900,,,,,
"부산광역시 해운대구 선수촌로 94, 대룡빌딩 302호 (반여동)",G,한의원,G099,응급의료기관 이외,2,12:30~14:00 점심 ,,,마디호한의원,051-714-7169,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,B1201873,480,37 ,1404,35.2021098517564,129.119541834876,1300,0900,,,,,
"부산광역시 해운대구 해운대해변로 154, 5층 (우동)",C,의원,G099,응급의료기관 이외,2,점심 13:00-14:00,,2호선 동백역 1번출구,마리나메디컬의원,051-743-1661,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1200054,480,92 ,1405,35.15809909928349,129.148517937257,1300,0930,,,,,
"부산광역시 해운대구 해운대해변로 117, 상가동 2층 207호 (우동, 대우마리나1차아파트)",N,치과의원,G099,응급의료기관 이외,2,점심12:30-14:00 ,,2호선 동백역 3번출구/한국전력공사 남부산지사 맞은편 건물 ,마리나웰치과의원,051-781-2879,2100,1400,2100,1400,2100,1400,2100,1400,1830,0930,A1202515,480,91 ,1406,35.16027389597501,129.14559920296685,1300,0930,,,,,
"부산광역시 해운대구 아랫반송로 12, 6~9층 (반송동)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00~14:00 ,"골절수술불가, 간단한열상봉합가능,탈구정복,간단한정형외과수술가능/입원실수:9","4호선 영산대역 2번출구/버스정류장: 해운대구 반송동(아랫반송)소방서,우체국 바로옆",마리나정형외과의원,051-731-0880,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1200760,480,18 ,1407,35.2253423261946,129.147177143672,1300,0900,,,,,
"부산광역시 북구 만덕대로 17, 6층 (덕천동)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00~14:00,,"2,3호선 덕천역12번출구 우리은행건물 6층",마리안여성의원,051-332-0056,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,A1200818,465,48,1408,35.210695509395975,129.00700318428494,1600,0900,,,,,
"부산광역시 남구 수영로 297, 동남CATV 4층 (대연동)",C,의원,G099,응급의료기관 이외,2,점심 13:00~14:00,"부인과진료만, 여의사 없음 ","2호선 경성대,부경대역 6번출구",마리여성의원,051-626-1009,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1201331,484,34 ,1409,35.1370347718176,129.098655363007,1300,0930,,,,,
"부산광역시 해운대구 구남로29번길 32, 3층 (중동, 해운대빌딩)",C,의원,G099,응급의료기관 이외,2,점심시간 12:30-14:00,"열상봉합 가능, 예약제 필수(전화가능)",2호선 해운대역 1번출구/리베라호텔 맞은편,마린성형외과의원,051-747-9555,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,A1201438,480,95 ,1410,35.162372222222224,129.16207222222414,1300,1000,,,,,
"부산광역시 해운대구 마린시티2로 2, 마린파크 1901,1902호 (우동)",C,의원,G099,응급의료기관 이외,2,13:00~14:30 휴게시간,,,마린숲정신건강의학과의원,051-744-5356,1900,0930,2100,1000,1900,0930,2100,1000,1400,0930,A1207049,480,92 ,1411,35.1593255869405,129.144241981158,1400,0930,,,,,
"부산광역시 해운대구 마린시티2로 2, 701~3호 (우동, 마린파크)",C,의원,G099,응급의료기관 이외,2,점심 13:00-14:00,,"2호선 동백역 3번출구/ 마린시티 입구 119소방서 옆 마린파크 7층(701,702호)",마린시티내과의원,051-742-0747,1800,1000,1800,1000,1800,1000,1800,1000,1800,1000,A1204843,480,92 ,1412,35.159308542901115,129.14426304082494,1300,1000,,,,,
"부산광역시 해운대구 마린시티2로 2, 601~603호 (우동, 마린파크)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00  ,,버스정류장: 해운대소방서,마린시티신경과의원,051-864-2744,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1205649,480,92 ,1413,35.1593269458,129.1442415779,1230,0930,,1200,0930,,
"부산광역시 해운대구 마린시티2로 2, 1605호 (우동, 마린파크)",N,치과의원,G099,응급의료기관 이외,2,점심 13:00-14:30,치과 교정과 전문의 진료,2호선 동백역 3번출구,마린시티치과교정과치과의원,051-742-7728,1830,1000,1830,1000,1830,1000,,,1830,1030,A1205050,480,92 ,1414,35.15932694584647,129.1442415779283,1530,1000,,,,,
"부산광역시 해운대구 마린시티2로 33, 104동 526, 527, 528, 529호 (우동, 해운대두산위브더제니스)",N,치과의원,G099,응급의료기관 이외,2,,점심 12:30-14:00,2호선 동백역 1번출구/두산위브제니스 104동 528호,마린시티치과의원,051-623-7676,1800,1400,1800,1400,1800,1400,1800,1400,1800,0930,A1205165,481,19 ,1415,35.15663185765323,129.14506908519866,1300,0930,,,,,
"부산광역시 해운대구 마린시티2로 2, 707~9호 (우동, 마린파크)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,라식수술 불가,2호선 동백역 3번출구/해운대소방서 옆 마린파크 7층,마린안과의원,051-747-0979,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,A1204842,480,92 ,1416,35.15932694584647,129.1442415779247,1330,0900,,1200,0900,,
"부산광역시 사상구 사상로 194, 괘법동 메디컬센터 4,5,6,7층 (괘법동)",N,치과의원,G099,응급의료기관 이외,2,"12:30~14:00 점심, 주말 유선문의 후 방문 요망",,2호선 사상역 4번출구,마린플란트치과의원,051-322-3332,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,A1206433,469,68 ,1417,35.1625627852825,128.984764233485,1400,0930,,,,1400,0930
"부산광역시 해운대구 마린시티2로 2, 마린파크 714~5호 (우동)",G,한의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,"2호선 동백역 1,2번 출구 부근",마린한의원,051-747-5421,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,B1200023,480,92 ,1418,35.15929356917288,129.14437083063797,1400,0930,,,,,
"부산광역시 부산진구 새싹로 19, 1층 일부, 2층, 10층, 12층 일부 (부전동)",C,의원,G099,응급의료기관 이외,2,점심12:30-14:00,,"1,2호선 서면역 9번 출구",마스터영상의학과의원,1588-7218,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1206080,472,56 ,1419,35.159494247687185,129.05729906849902,1200,0900,,,,,
"부산광역시 연제구 아시아드대로 79, 5층 일부호 (거제동)",C,의원,G099,응급의료기관 이외,2,12:30~14:00 점심,,,마음소아청소년과의원,051-715-1091,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1206704,475,01 ,1420,35.1915445009671,129.066898727741,1300,0900,,,,,
"부산광역시 강서구 명지국제8로 243, 302호 (명지동)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,정류장: 명지농협 앞,마음에청진기가정의학과의원,051-293-0375,1900,1000,1900,1000,1900,1000,2000,1000,1800,1000,A1205641,467,26 ,1421,35.0984458603,128.9195229986,1400,1000,,,,,
"부산광역시 연제구 중앙대로 1091, 제세빌딩 13층 1301호 (연산동)",C,의원,G099,응급의료기관 이외,2,점심시간 없이 진료,,,마음연정신건강의학과의원,051-715-0375,2000,0930,2000,0930,2000,0930,2000,0930,1800,0930,A1206497,475,40 ,1422,35.1854115498798,129.080657879087,1500,0900,,,,,
부산광역시 부산진구 새싹로 10-1 (부전동),C,의원,G099,응급의료기관 이외,2,점심시간 13:00~14:00 ,,서면역 13번 출구 앞 ,마음온정신건강의학과의원,051-710-8900,2000,1400,2000,1400,2000,1400,2000,1400,1830,0900,A1205551,472,54 ,1423,35.1590541951,129.0583765255,1400,0900,,,,,
"부산광역시 중구 구덕로 40, 10층 (남포동2가)",N,치과의원,G099,응급의료기관 이외,2,점심시간 12:30 - 14:00 휴게시간,,1호선 남포역 1번 출구,마음웰치과의원,051-256-2875,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,A2701174,489,53 ,1424,35.09845789539086,129.03157056985373,1300,0930,,,,,
"부산광역시 동래구 충렬대로 152, 3층 303호 (온천동)",C,의원,G099,응급의료기관 이외,2,13:00~14:00 점심,,,마음의정원 정신건강의학과의원,051-711-7102,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,A1206614,478,24 ,1425,35.2046130923837,129.076599575529,1400,0900,,,,,
"부산광역시 부산진구 중앙대로 707, 10층 (부전동)",C,의원,G099,응급의료기관 이외,2,점심시간13:00-14:00,,1호선 서면역 1번 출구,마음인정신건강의학과의원,051-817-0032,2000,0930,2000,0930,2000,0930,2000,0930,1830,0930,A1206256,472,86 ,1426,35.1558483930972,129.058801036277,1400,0930,,,,,
"부산광역시 수영구 수영로 695, 1층 (수영동)",G,한의원,G099,응급의료기관 이외,2,13:00~14:00 점심,,,마음청한의원,051-755-5575,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,B1201904,482,28 ,1427,35.1677097694301,129.115639089757,1400,0900,,,,,
"부산광역시 사상구 사상로 194, 괘법동 메디컬센터 9층 (괘법동)",C,의원,G099,응급의료기관 이외,2,"13:00~14:00 점심 (수,토 점심시간 없음)",,,마음튼튼정신건강의학과의원,051-711-2711,1300,0900,1300,0900,1300,0900,1300,0900,1800,0900,A1206461,469,68 ,1428,35.1625627852825,128.984764233485,1300,0900,,,,,
"부산광역시 북구 만덕대로 43, 복음항외과빌딩 3층 (덕천동)",C,의원,G099,응급의료기관 이외,2,13:00 - 14:00 휴게시간,,,마이본정형외과의원,051-343-6616,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,A1206878,465,48 ,1429,35.2114408362809,129.009639678351,1400,0900,,,,,
"부산광역시 동래구 반송로339번길 2 (명장동,2층)",G,한의원,G099,응급의료기관 이외,2,"점심시간 13:00-14:00
",,,마이비한의원,051-524-1275,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,B1200808,477,60 ,1430,35.20983391847992,129.10357450343471,1300,0930,,,,,
"부산광역시 사상구 엄궁북로 19, 2층 (엄궁동)",G,한의원,G099,응급의료기관 이외,2,"진료시간 1시간전 내원요망
목요일 토요일 14시 까지
점심13:00-14:00
일요일 휴무
",,버스정류장:엄궁동 주민센터,마이비한의원,051--311-5567,1400,0930,1400,0930,1400,0930,1400,0930,2000,0930,B1200763,470,39 ,1431,35.12829742456579,128.9731262794974,1400,0930,,1400,0930,,
"부산광역시 부산진구 중앙대로691번길 5, 4, 6(일부)층 (부전동)",G,한의원,G099,응급의료기관 이외,2,점심13:00-14:00,,"1,2호선 서면역 1번출구",마이플한의원,051-802-3313,2000,1000,2000,1000,2000,1000,,,2000,1000,B1200355,472,89 ,1432,35.1542912822982,129.058678620628,1400,1000,,,,,
"부산광역시 수영구 수영로 699, 8층 801호 (수영동, 수영동디온플레이스)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00~14:00 / 수요일 미리 전화예약,,"1,3호선 수영역 3번출구",마인드풀정신건강의학과의원,051-714-0706,1800,0900,1800,0900,1900,0900,1800,0900,1800,0900,A1205646,482,28 ,1433,35.1678898275,129.11585007130165,1300,0900,,,,,
"부산광역시 강서구 명지국제8로 269, 202~204호 (명지동)",N,치과의원,G099,응급의료기관 이외,2,"13:30 - 15:00 휴게시간
일요일 유선문의",,,마주봄치과의원,051-715-8528,2030,1330,2030,1000,2030,1000,2030,1330,2030,1000,A1206872,467,73 ,1434,35.0981192399552,128.922424550509,1600,1000,,,,1600,1000
"부산광역시 북구 만덕1로10번길 2, 2,3층 (만덕동)",C,의원,G099,응급의료기관 이외,2,"점심시간 : 13:00-14:00, 매월 2,4째주 일요일 예약 내시경 ",,"33번 버스 종점, 3호선 만덕역 4번출구",만덕속시원내과의원,051-714-3553,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1206097,465,57 ,1435,35.21421823356944,129.03650723382097,1300,0900,,,,,
부산광역시 북구 만덕1로 34 (만덕동),N,치과의원,G099,응급의료기관 이외,2,13:00 - 14:30 휴게시간,,3호선 만덕역 4번출구,만덕연세비앤이치과의원,051-338-2807,2000,1000,2000,1000,2000,1000,2000,1000,1830,1000,A1206138,465,57 ,1436,35.2144837871975,129.033845005147,1400,1000,,,,,
"부산광역시 북구 덕천로 310, 4층 (만덕동)",N,치과의원,G099,응급의료기관 이외,2,점심시간 13:00-14:30,,버스정류장: 만덕2동 주민센터,만덕치과의원,051-343-2873,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1205883,466,13 ,1437,35.2092580867,129.0378019377,1300,0930,,,,,
"부산광역시 북구 만덕3로 58, 5층 (만덕동)",N,치과의원,G099,응급의료기관 이외,2,점심 13:00~14:30/ 토요일 점심시간 없음 ,,3호선 남산정역 3번출구,만덕탑치과의원,051-332-2888,2000,1430,2000,1430,2000,1430,2000,1430,1900,0930,A1206350,465,71 ,1438,35.2109815945534,129.029298763026,1300,0930,,,,,
"부산광역시 북구 덕천로 182, 벽산라인타운 202동 3층 스포츠센타302호 (만덕동, 벽산라인타운)",C,의원,G099,응급의료기관 이외,2,13:00 - 14:00 휴게시간,,,만덕통통내과의원,051-791-0085,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1207004,466,02 ,1439,35.2102722134884,129.023603697746,1300,0900,,,,,
"부산광역시 북구 은행나무로 13, 2층 (만덕동)",G,한의원,G099,응급의료기관 이외,2,"점심시간 1시~ 2시
토요일은 점심시간 없이 2시까지 진료","교통사고, 다이어트, 감비환, 자하거, 태반약침, 원내탕전 한약, 중성어혈약침, 초음파치료, 자기장치료, 만덕한의원",버스정류장: 신만덕교차로,만덕한의원,051-337-1075,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,B1201570,466,13 ,1440,35.208273344192825,129.03762799721463,1400,0900,,,,,
"부산광역시 금정구 서부곡로 2, 1층 (부곡동)",G,한의원,G099,응급의료기관 이외,2,"13:00~14:00 점심, 주말 유선 문의 후 방문 요망",,1호선 부산대역 2번출구,만세한의원,051-581-9881,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,B1201847,462,72 ,1441,35.2259577643803,129.091542608459,1300,0900,,1300,0900,,
부산광역시 부산진구 백양관문로 3 (개금동),G,한의원,G099,응급의료기관 이외,2,"점심13:00-14:00
",,버스정류장: 개금주공아파트사거리,만제한의원,051-896-6249,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,B1200117,471,71 ,1442,35.15944164776452,129.03115938454087,1500,1000,,1430,1000,,
"부산광역시 해운대구 해운대로 650, 201동 501호 일부호 (우동, 해운대 센트럴 푸르지오)",C,의원,G099,응급의료기관 이외,2,13:00 ~ 14:00 휴게시간,,해운대역 1번 출구에서 중동역 방향 도보5분,맑고고운의원,0507-1389-7277,1930,1000,1930,1000,1930,1000,1930,1000,1930,1000,A1206251,480,95 ,1443,35.1137445429189,129.111253242458,1400,1000,,,,,
"부산광역시 동래구 충렬대로237번길 23, 1층,2층일부,3층 (수안동)",G,한의원,G099,응급의료기관 이외,2,점심13:00-14:30/공휴일 전화 후 방문요망,,"1호선 하단역 10, 12번 출구",맑은누리한의원,051-292-0013,1900,0900,1900,0900,1900,0900,1900,0900,1900,0900,B1201006,478,14 ,1444,35.10558085998793,128.9684419931255,1600,0900,,1400,0900,,
"부산광역시 사상구 백양대로 945, 2층 (모라동)",N,치과의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,,맑은미소치과의원,051-316-2879,1900,0930,1900,0930,1900,0930,1900,0930,1900,0930,A1205445,469,29 ,1445,35.1906175152,128.9915071423,1300,0930,,,,,
"부산광역시 금정구 식물원로39번길 26, 101,201호 (장전동)",C,의원,G099,응급의료기관 이외,2,"점심시간 12:20-13:30
수요일 오후 휴진",,버스정류장: 온천시장 다이소 근처,맑은샘가정의학과의원,051-515-1665,1800,0840,1800,0840,1800,0840,1800,0840,1800,0840,A1200877,463,00 ,1446,35.223315960857036,129.08353485041442,1230,0840,,,,,
"부산광역시 해운대구 윗반송로 68, 2층 (반송동)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00~14:00 ,"건강검진, 소아진료(영유아),영유아건강검진, 수액가능",4호선 윗반송역 4번출구/버스정류장: 윗반송 KT전화국 옆,맑은샘내과의원,051-543-8275,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1200534,480,09 ,1447,35.23011886270836,129.15711234343325,1300,0900,,,,,
"부산광역시 강서구 명지국제8로 230, 산양타워 5층 503호 (명지동)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,,맑은샘이비인후과의원,051-292-5275,1800,0900,1800,0900,1300,0900,1800,0900,1800,0900,A1205402,467,26 ,1448,35.0979175220885,128.917887088008,1300,0900,,,,,
"부산광역시 남구 수영로 260, 백리명가 2층 211호 (대연동)",C,의원,G099,응급의료기관 이외,2,,,,맑은솔이비인후과의원,051-711-4789,1840,0900,1840,0900,1840,0900,1840,0900,1840,0900,A1206573,484,97 ,1449,35.1351377822791,129.095232981287,1300,0900,,,,,
부산광역시 해운대구 좌동순환로 505 ,C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,2호선 중동역 7번출구,맑은숨이비인후과의원,051-731-2420,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,A1205395,480,96,1450,35.1656692568,129.1682257679,1400,0900,,,,,
"부산광역시 북구 화명대로 40, 현천휴먼 타워 3층, 6층 (화명동)",G,한의원,G099,응급의료기관 이외,2,평일 점심시간 없음 / 주말 및 공휴일 점심시간 13시~14시,,2호선 화명역 1번 출구,맑은숲고든몸한의원,051-361-1075,2030,0930,2030,0930,2030,0930,2030,0930,2030,0930,B1201617,465,26 ,1451,35.2344403559,129.0123702976,1600,0930,,1600,0930,1600,0930
"부산광역시 수영구 수영로 697, 홍인빌딩 3,4층 (수영동)",G,한의원,G099,응급의료기관 이외,2,"점심시간 13:00~14:00
설날,추석 3일만 휴진","안녕하세요^^ 맑은숲구구팔한의원입니다.
내 가족을 치료하듯 정성과 진심을 다하여 우리 가족 평생주치의로서 언제나 여러분과 함께하겠습니다.
약침치료, 교통사고후유증, 척추관절 통증치료, 도침치료, 추나요법, 다이어트, 공진단, 경옥고, 보약 등 진료를 하고 있으며 수영역 3번 출구 바로 앞에 위치해 있습니다.","2,3호선 수영역 3번출구/홍인빌딩 2층",맑은숲구구팔한의원,051-752-9981,2000,0900,2000,0900,2000,0900,2000,0900,2000,0900,B1201515,482,28 ,1452,35.16781623519364,129.11572964241296,1400,0900,,1400,0900,1400,0900
"부산광역시 사상구 낙동대로 786, 502호 (엄궁동)",C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,,버스정류장: 엄궁교차로,맑은유비뇨기과의원,051-324-2481,1900,1400,1900,1400,1900,1400,1900,1400,1900,0900,A1205059,470,39 ,1453,35.1307294982,128.9720880089,1330,0900,,,,,
"부산광역시 북구 화명신도시로 127, 7층 (화명동)",C,의원,G099,응급의료기관 이외,2,점심12:15-14:00,,2호선 화명역 1번출구,맑은의원,051-336-5975,1955,1410,1955,1410,1955,1410,1955,1410,1830,1000,A1201640,465,24 ,1454,35.23535659562745,129.01059602051345,,,,,,,
"부산광역시 부산진구 동평로 108-1, 백양메디컬센터 2층 202호 (당감동)",C,의원,G099,응급의료기관 이외,2,13:00~14:00 점심 ,,,맑은이비인후과의원,051-892-3004,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,A1206482,471,81 ,1455,35.1656442697514,129.041380451877,1300,0900,,,,,
부산광역시 사하구 낙동남로 1392 (하단동),C,의원,G099,응급의료기관 이외,2,"점심 13:00~14:00/2, 4째주 토요일 휴진",,1호선 하단역 2번 출구,맑은정신건강의학과의원,051-291-7755,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1200253,494,26 ,1456,35.10587528800581,128.9638476301045,1400,0930,,,,,
"부산광역시 서구 보수대로 9, 2층 201호 (충무동1가)",C,의원,G099,응급의료기관 이외,2,점심시간 12:30~13:50,,1호선 자갈치역 1번출구,맑은피부과의원,051-243-7700,1830,0910,1830,0910,1830,0910,1830,0910,2000,0910,A1205299,492,47 ,1457,35.0976430263213,129.02490554604003,1300,0900,,,,,
"부산광역시 수영구 광서로 4, 2층 (광안동)",G,한의원,G099,응급의료기관 이외,2,점심13:00-14:00,,2호선 수영역 12번출구,맑을청한의원,051-702-6112,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,B1200792,482,43 ,1458,35.1641190664475,129.11404868917,1600,0930,,,,,
"부산광역시 동래구 충렬대로155번길 19, 2층 202호 (온천동)",C,의원,G099,응급의료기관 이외,2,12:00~13:30 점심,,,맘모스소아청소년과의원,051-556-0187,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1206664,477,34 ,1459,35.2057740243593,129.077099831933,1400,0900,,,,,
"부산광역시 영도구 태종로 325-1, 1층 (청학동)",C,의원,G099,응급의료기관 이외,2,점심13:00-14:00,,버스정류장: 청학동 부산은행옆 1층,맘모스의원,051-413-4455,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,A1204998,490,08 ,1460,35.09661502354542,129.06154226451807,1500,0900,,,,,
부산광역시 북구 백양대로 1202  (덕천동),C,의원,G099,응급의료기관 이외,2,점심시간 13:00-14:00,"내과전문,소아과,건강검진실시,내시경,초음파검사,혈액검사","2,3호선 덕천역 2번출구",맘편한내과의원,051-338-7577,1830,0900,1830,0900,1830,0900,1830,0900,1830,0900,A1201519,465,76,1461,35.20965288765933,129.00570856316068,1400,0900,,,,,
"부산광역시 동래구 명륜로 90, 호원메디컬 5층 (수안동)",C,의원,G099,응급의료기관 이외,2,점심시간 12:30 - 14:00,,4호선 수안역 5번 출구,맘편한정신건강의학과의원,051-710-5330,1830,0930,1830,0930,1830,0930,1830,0930,1830,0930,A1206164,478,14 ,1462,35.2022557533621,129.084171129886,1400,0930,,,,,
"부산광역시 동래구 중앙대로 1523, SK HUB SKY 2층 A2-14일부, A2-15~17전체호 (온천동)",C,의원,G099,응급의료기관 이외,2,12:00 - 13:00 휴게시간,,,매그넘의원,051-969-9998,1900,1000,2100,1200,1900,1200,1900,1000,1900,1000,A1206883,477,10 ,1463,35.2211719490401,129.085522588953,1900,1000,,,,,
"부산광역시 동래구 충렬대로 219, 마노 2,3층,6층일부층 (명륜동)",C,의원,G099,응급의료기관 이외,2,13:00-14:00 휴게시간,,"찾아가는길
부산지하철 4호선 수안역 3번출구 바로 앞",매일본정형외과의원,051-962-1000,1800,0900,1800,0900,1800,0900,1800,0900,1800,0900,A1206763,477,38 ,1464,35.2023099923668,129.083292332673,1300,0900,,,,,
"부산광역시 강서구 명지국제8로 254, 시온플라자 2층 201호 (명지동)",G,한의원,G099,응급의료기관 이외,2,"13:00~14:00점심, 주말 유선문의 후 방문요망",,,매일여는한의원,051-204-0365,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,B1201885,467,72 ,1465,35.0976375727616,128.920547281815,1700,1000,,1700,1000,1700,1000
"부산광역시 강서구 명지국제5로 42, 동진빌딩 5층 (명지동)",N,치과의원,G099,응급의료기관 이외,2,점심 13:00-14:00,,버스정류장: 명지농협/ 명지농협 맞은편,맥치과의원명지점,051-205-2486,1830,0930,2100,0930,1830,0930,2100,1400,1830,0930,A1205914,467,26 ,1466,35.09766298550001,128.92024589460084,1400,0900,,,,,
"부산광역시 사하구 낙동대로 209, (괴정동)",C,의원,G099,응급의료기관 이외,2,점심 12:30~14:00,,1호선 괴정역 10번출구,맥피부과의원,051-204-8400,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,A1201604,493,55,1467,35.100124999999998,128.993877777777783,1300,0930,,,,,
"부산광역시 해운대구 해운대해변로 83, 404호 (우동, 경남마리나상가)",G,한의원,G099,응급의료기관 이외,2,점심12:30-14:00,크리닉(비염)가능 ,버스정류장:경남마리나아파트/2호선 동백역 3번출구,맥한의원,051-743-6184,1800,0930,1800,0930,1800,0930,1800,0930,1800,0930,B1200625,480,91 ,1468,35.16160737671186,129.1423510047138,1230,0930,,,,,
